question_id;question;answer;category;type;points
710;"Welcher Kabarettist, Satiriker und Slam-Poet gibt als Beruf ""Demotivationstrainer"" an?";Nico Semsrott;Personen;Frage;300
711;Zu Ostern feiert man in der Kirche wessen Auferstehung?;Jesus Christus, Christi;Kultur;Frage;100
712;Welcher Thomas ist auf der 2-Dollar-Note abgebildet?;Jefferson;Allgemeinwissen;Frage;200
713;Welches Land ist das weltweit letzte, in dem ein Kaiser residiert?;Japan;Geographie;Frage;400
714;Wie lautete der Vorname des Physikers, nach dem die Einheit Hertz benannt ist?;Heinrich, Heinrich Rudolf;Naturwissenschaften;Frage;400
715;Wie viele Minuten dauert ein reguläres Basketballspiel in der NBA?;48 Minuten (vier Viertel à 12 Minuten);Sport;Frage;200
716;Wer gewann die FIFA-Weltmeisterschaft 2014?;Deutschland;Sport;Frage;100
717;In welcher Sportart gibt es ein „Hole-in-One“?;Golf;Sport;Frage;100
718;Welches deutsche Schloss diente als Inspiration für das Märchenschloss im Disneyland?;Schloss Neuschwanstein;Kultur;Frage;500
719;Welches Land ist für die Erfindung des Tangos bekannt?;Argentinien;Kultur;Frage;500
720;Wie heißt die Kunst des schönen Schreibens mit Tinte, besonders bekannt in der asiatischen Kultur?;Kalligrafie;Wörter;Frage;500
721;"Der Nominativ Plural von ""Jaguar"" lautet ...?";Jaguare;Wörter;Frage;100
722;Welcher deutsche Philosoph prägte den Ausdruck „Gott ist tot“;Friedrich Nietzsche;Wörter;Frage;400
723;Wer war der erste Bundeskanzler der Bundesrepublik Deutschland;Konrad Adenauer;Geschichte;Frage;100
724;Aus welchem Land kommt DJ Ötzi?;Österreich;Musik;Frage;100
725;Wie heißt der einzige Ex-Präsident der USA, dessen Frau sich um dasselbe Amt bewarb?;Clinton, Bill Clinton;International;Frage;200
726;Welches Land Vorderasiens hat die größte Fläche?;Saudi-Arabien;Geographie;Frage;500
727;Welcher Turm ist das Wahrzeichen von Toronto in Kanada?;CN Tower, Canadian National Tower;Geographie;Frage;300
728;Schüchtert man jemanden mit heftigen Vorwürfen ein, so macht man ihn redensartlich zu welchem Weichtier?;Schnecke;Allgmeinwissen;Frage;200
729;Mit welchem Ruder kann ein Pilot das Flugzeug um die Längsachse drehen?;Querruder;Naturwissenschaften;Frage;300
730;Auf welchem Kontinent liegt Kanada?;Amerika, Nordamerika;Geographie;Frage;100
731;Erkennt man auch die Nachteile, sieht man redensartlich die Kehrseite der ...?;Medaille;Allgemeinwissen;Frage;100
732;In welchem Nachbarstaat heißt der wichtigste Aktienindex CAC 40?;Frankreich;International;Frage;500
733;Wie heißt in der Bundesrepublik Deutschland das unterste politische Gemeinwesen?;Kommune, Gemeinde;Politik;Frage;300
734;In welchem Land findet der Skimarathon Wasalauf statt?;Schweden;Sport;Frage;400
735;Wie nennt man jemanden, der etwas finden möchte, sowie bei Kameras die Vorrichtung zum Anvisieren?;Sucher;Allgemeinwissen;Frage;400
736;"Aus den Buchstaben des Wortes ""Mofas"" lässt sich welches Synonym von ""prima"" bilden?";Famos;Rätsel;Frage;500
737;Welche Pastasorte besteht aus großen, dicken, glatten Röhren?;Cannelloni;Kultur;Frage;200
738;Wie heißt das kleinste spanischsprachige Land in Südamerika?;Uruguay;Geographie;Frage;500
739;Was für ein Rad ist das London Eye?;Riesenrad;Allgemeinwissen;Schnellfrage;100
740;Die beiden Stimmen, die man bei der Bundestagswahl hat, vereinen die Mehrheitswahl und die ...?;Verhältniswahl;Allgemeinwissen;Frage;300
741;In welchem Land wird die olympische Fackel entzündet?;Griechenland;Geographie;Frage;200
742;Wie nennt man eine Person, die einen Cyberangriff auf einen Computer durchführt?;Hacker;Allgemeinwissen;Frage;100
743;"Aus den Buchstaben des Wortes ""Limbo"" lässt sich welches Synonym von ""beweglich"" bilden?";Mobil;Rätsel;Frage;400
744;Wie nennt man das meist kleine, private Stück Grünfläche zwischen Haus und Straße?;Vorgarten;Allgemeinwissen;Frage;200
745;Welches Fragewort fragt nach einem Zeitpunkt?;Wann;Wörter;Frage;200
746;Um an einer Konklave teilzunehmen, muss man welches kirchliche Amt innehaben?;Kardinal;Kultur;Frage;300
747;Welche Scheibe nannten die alten Ägypter Aton?;Sonnenscheibe;Geschichte;Frage;500
748;"Wie lautet das lateinische Gegenteil von ""Contra""?";Pro;Geschichte;Frage;100
749;Wer war vor Robert Habeck der erste Vizekanzler von Bündnis 90/Die Grünen?;Joschka Fischer;Geschichte;Frage;500
750;Wem schaut man laut einem Sprichwort nicht ins Maul, wenn er geschenkt ist?;Gaul;Allgemeinwissen;Frage;100
751;"Welches Kleidungsstück wurde 2006 durch den Film ""Borat"" bekannt?";Mankini, Männerbadeanzug, String-Badeanzug;Film;Frage;200
752;"Aus ""Unser Sandmännchen"" kennt man die Zeichentrick-Serie ""Piggeldy und ...""?";Frederick;Allgemeinwissen;Frage;300
753;Mit welchem Ruder kann ein Pilot das Flugzeug auf der horizontalen Ebene drehen?;Seitenruder;Naturwissenschaften;Frage;200
754;Auf welchem Kontinent liegt Norwegen?;Europa, Eurasien;Geographie;Frage;100
755;Welche Rochen haben einen peitschenartigen giftigen Schwanz?;Stachelrochen, Stechrochen;Tierwelt;Frage;200
756;"Einer der berühmtesten Romane von Charles Dickens heißt ""David ...""?";Copperfield, David Copperfield;Allgemeinwissen;Frage;400
757;Der Friedensnobelpreis wird in welchem Land verliehen?;Norwegen;Allgemeinwissen;Frage;300
758;Odessa ist eine Millionenstadt welches Landes?;Ukraine;Geographie;Frage;200
759;Der Handlungsreisende Emil Erpel ist der legendäre Gründer welcher Stadt?;Entenhausen;Allgemeinwissen;Frage;300
760;"Mit ""Z"" beginnen weltweit nur zwei Ländernamen: Zypern und die ...?";Zentralafrikanische Republik;Geographie;Frage;500
761;"Eine beliebte Gameshow mit Harry Wijnvoord heißt ""Der Preis ist ...""?";heiß;Allgemeinwissen;Frage;100
762;Demoskopie lautet das Fremdwort für welche Forschung?;Meinungsforschung;Allgemeinwissen;Frage;400
763;Welches christliche Fest wird am Wochenende nach dem ersten Frühlingsvollmond begangen?;Ostern;Allgemeinwissen;Frage;300
764;Welches Fragewort fragt nach einem bestimmten Ort?;Wo;Wörter;Frage;200
765;Welche natürlichen Gerbstoffe verhindern die Oxidation von Weinen?;Tannine;Allgemeinwissen;Frage;300
766;"Als was kommt einem im Büroalltag das Wort ""Verdana"" öfter unter?";Schriftart, Font, Schrift;Allgemeinwissen;Frage;300
767;In welchem Bundesland befindet sich das berühmte, im Oktober 1913 eingeweihte Völkerschlachtdenkmal?;Sachsen;Geographie;Frage;200
768;An welchem Wochentag kam es am 4. September 1989 in Leipzig zu einer geschichtsträchtigen Demo?;Montag;Geschichte;Frage;300
769;Kenia erlangte im Dezember 1963 die Unabhängigkeit von ...?;Großbritannien, England, UK, Vereinigtes Königreich;Geschichte;Frage;400
770;"Welche TV-Serie wird mit den Worten angekündigt: ""Ihr Revier ist die Autobahn; ihr Tempo ist mörderisch""?";Cobra 11, Alarm für Cobra 11  Die Autobahnpolizei, Alarm für Cobra 11, AfC11, C11;Allgemeinwissen;Frage;300
771;Der Hochwanner ist der zweithöchste Berg welches Landes?;Deutschland;Geographie;Frage;200
772;Welche großen Wespen werden in der Biologie Vespa crabro genannt?;Hornissen;Tierwelt;Frage;400
773;Mit welcher Fastnacht beginnt in den Hochburgen der Straßenkarneval?;Weiberfastnacht;Allgemeinwissen;Frage;300
774;"Was wird auch als das ""Blut der Bäume"" bezeichnet?";Harz, Baumharz;Biologie;Frage;100
775;"In welchem Bundesland befindet sich die 1204 gegründete Stammburg der Wittelsbacher ""Burg Trausnitz""?";Bayern;Geographie;Frage;300
776;Wie heißt der Malzessig, den es in Großbritannien traditionell zu Fish and Chips gibt?;Vinegar, Malt vinegar;International;Frage;300
777;Als welche Hand bezeichnet man umgangssprachlich Bund, Länder und Gemeinden?;Öffentliche Hand;Allgemeinwissen;Frage;200
778;"""Michelle"" und ""Julia"" heißen zwei Songs welcher weltberühmten Popband?";The Beatles;Musik;Frage;400
779;Welches Wort bezeichnet schmutziges Geschirr?;Abwasch;Allgemeinwissen;Frage;100
780;Der Totenkopf ist die höchste Erhebung welches süddeutschen Mittelgebirges?;Kaiserstuhl;Geographie;Frage;500
781;Wie werden die senkrechten Balken eines Fußballtores genannt?;Pfosten, Torpfosten;Sport;Frage;100
782;Frauen sind schwanger, weibliche Säugetiere sind ...?;trächtig, tragend;Biologie;Frage;300
783;Was bezeichnet sowohl eine einfache Behausung als auch eine industrielle Anlage zur Metallgewinnung?;Hütte;Allgemeinwissen;Frage;400
784;In welcher Stadt in Israel ist der Carmel-Markt ein berühmter Obst- und Gemüsemarkt?;Tel Aviv;Geographie;Frage;500
785;Einen Hackbraten nennt man auch Falschen ...?;Hasen;Allgemeinwissen;Frage;500
786;"Seit fast 60 Jahren berichtet samstags über Fußball und Co ""Das aktuelle ...""?";Sportstudio;Film;Frage;100
787;Mit welcher Flüssigkeit beschäftigt sich die Hydrologie?;Wasser;Naturwissenschaften;Frage;100
788;Welches Alkaloid kommt unter anderem in Tee, Cola, Mate und Kakao vor?;Koffein;Naturwissenschaften;Frage;200
789;Welche Tiere sind nach ihrer sich windenden Fortbewegung benannt?;Schlangen;Biologie;Frage;200
790;Welches Fremdwort bezeichnet die festgelegte Reihenfolge aller Schriftzeichen einer Sprache?;Alphabet;Allgemeinwissen;Frage;300
791;"Die ersten vier Wörter im 1. Artikel der Menschenrechte lauten: ""Alle Menschen sind ...""?";frei;Allgemeinwissen;Frage;400
792;Auf welcher Insel liegt Jakarta, die Hauptstadt von Indonesien?;Java;Geographie;Frage;400
793;"Welche Farbe hat das Gewand von Prinzessin Leia Organa im Film ""Krieg der Sterne""?";Weiß;Film;Frage;100
794;Was gehört auf jeden Fall auf ein Schinkenbrot, damit es ein Strammer Max wird?;Spiegelei;Allgemeinwissen;Frage;200
795;Welches Adjektiv benutzt man für die zweitschlechteste Schulnote?;Mangelhaft;Allgemeinwissen;Frage;200
796;Welches französische Wort bezeichnet sehr kleine eingelegte Gewürzgürkchen?;Cornichons;International;Frage;400
797;Was früher vor allem Volkszählung genannt wurde, heißt 2022 in Deutschland offiziell ...?;Zensus;Allgemeinwissen;Frage;400
798;"""Don't Shut Me Down"" war 2021 eine der Single-Auskoppelungen welcher schwedischen Popband?";ABBA;Musik;Frage;400
799;Welcher rund 1.500 Kilometer lange Gebirgszug bildet die Hauptwasserscheide Italiens?;Apennin;Geographie;Frage;500
800;Welche Grundfarbe hat in der Regel ein Baseball?;Weiß;Sport;Frage;100
801;Gudrun Penndorf übersetzte zahlreiche Bände der Comicreihe Lucky ...?;Luke;Allgmeinwissen;Frage;100
802;In welcher europäischen Hauptstadt steht die anglikanische Kirche St. Martin-in-the-Fields?;London;Geographie;Frage;200
803;Was misst ein Thermometer?;Temperatur, Fieber;Allgemeinwissen;Frage;100
804;Der Mytikas ist der höchste Gipfel welches griechischen Hochgebirges?;Olymp;Geographie;Frage;300
805;In welchem südeuropäischen Land liegt der große Gletschersee Lago de Sanabria?;Spanien;Geographie;Frage;300
806;Nach welchem Germanenstamm ist blinde Zerstörungswut benannt?;Vandalen;Geschichte;Frage;400
807;"Ein Album welcher Liverpooler Band trägt den Titel ""Rubber Soul""?";The Beatles;Musik;Frage;300
808;Auf welchem kulturellen Gegenstand findet man einen Klappentext?;Buch, Buchumschlag;Allgemeinwissen;Frage;100
809;Welches Fremdwort bezeichnet den Klangkörper eines Instruments?;Korpus;Musik;Frage;300
810;In welcher Metropole findet man das Vergnügungsviertel Pigalle?;Paris;Geographie;Frage;400
811;Welche ägyptische Halbinsel heißt wie ein heiliger Berg in der Bibel?;Sinai;Geschichte;Frage;300
812;Wie nennt man das Trinkwasser, das durch Brunnen an die Erdoberfläche gebracht wird?;Grundwasser, Brunnenwasser;Allgemeinwissen;Frage;200
813;"Welche Nudel ist meist aus Kartoffelteig und der Wortherkunft nach ""gerollt""?";Schupfnudel(n);Allgemeinwissen;Frage;300
814;Welche Raubkatze klettert auf die höchsten Berge der Welt?;Schneeleopard;Tierwelt;Frage;400
815;Das Oberverwaltungsgericht Rheinland-Pfalz hat seinen Sitz in welcher Stadt?;Koblenz;Allgemeinwissen;Frage;400
816;Die Rocky Mountains liegen in den USA und welchem anderen Land?;Kanada;Geographie;Frage;200
817;Mit der Vertreibung des Etruskerkönigs Tarquinius Superbus begann welche Republik?;Römische Republik, Rom;Geschichte;Frage;400
818;Wie heißt die erste deutsche Bundesinnenministerin?;Nancy Faeser;Allgemeinwissen;Frage;200
819;Wenn in München Regen fällt, fließt das Wasser irgendwann in welches Meer?;Schwarzes Meer;Geographie;Frage;500
820;Vor welchem Übergang steht ein Warnkreuz an der Straße?;Bahn(-übergang);Straßenverkehr;Frage;200
