ID,question,answer,category,type,points
2890,Wie nennt man das Erdreich und auch den unteren Teil eines Erdbeerkuchens?,Boden,,,
2891,Mit welchem Holzblasinstrument erarbeitete sich der Jazzer Rolf Kühn seinen internationalen Ruf?,Klarinette,,,
2892,Welches Finanzprodukt ist eine Kombination von Sparen und Baufinanzierung?,Bausparvertrag,,,
2893,Wie nennt man den Tanz unter einer Stange hindurch?,Limbo,,,
2894,Bei der italienischen Spezialität Cacciatori handelt es sich um luftgetrocknete ...?,"Salami Wurst, Rohwurst",,,
2895,"Wenn etwas einem völlig gleichgültig ist, kann es einem redensartlich was bleiben?",Gestohlen,,,
2896,Als Königin der Nacht gilt welcher Singvogel?,Nachtigall,,,
2897,Welches spanische Team gewann 2021 die Champions League der Frauen?,FC Barcelona,,,
2898,Wie heißt die älteste Stadt Südtirols?,Brixen,,,
2899,"Mitte der 70er-Jahre hatte der Kanadier Terry Jacks einen weltweiten Hit mit ""Seasons In The ...""?",Sun,,,
2900,Wie lautet der ISO-Ländercode für Österreich?,"AT AUT, 040",,,
2901,Welcher Inselstaat im Südwesten des Indischen Ozeans setzte 1992 Queen Elisabeth II. als Herrscherin ab und wurde eine Republik?,Mauritius,,,
2902,"Welcher Astronom starb 1543 im Alter von 70 Jahren in Frauenburg, dem heutigen Frombork in Polen?",Nikolaus Kopernikus,,,
2903,"Um was für Mittel handelt es sich bei Brot, Gemüse und Honig?","Lebensmittel, Nahrungsmittel",,,
2904,"Welchen Nachnamen teilen sich Sängerin Katy und ""Friends""-Darsteller Matthew?",Perry,,,
2905,Wie viele Oscars hat Katharine Hepburn gewonnen?,4,,,
2906,Was für Arzneimittel werden auch Laxantien genannt?,Abführmittel,,,
2907,"Mit wie vielen Vokalen schreibt man das Wort ""Konsonant""?",3,,,
2908,"Welche Grundfarbe kann man an die Wörter ""Stahl"" und ""Nacht"" anhängen?",Blau,,,
2909,Auf der Insel Oahu liegt welche Hauptstadt eines US-Bundesstaates?,Honolulu,,,
2910,Die Schweizer Bundespräsidentin ist 2020 zum zweiten Mal Simonetta ...?,Sommaruga,,,
2911,Welcher Knacker ist ein Ballett zur Musik von Peter Tschaikowski?,Der Nussknacker,,,
2912,Welcher Garri wurde 1985 mit 22 Jahren zum jüngsten Schachweltmeister?,Kasparow,,,
2913,Das schwedische Malmö mit dem dänischen Kopenhagen verbindet welche Brücke?,Öresund-Brücke Øresundsforbindelsen,,,
2914,"""Die Enden der Parabel"" heißt ein Roman von Thomas ...?",Pynchon,,,
2915,"Wie heißt das scheibenförmige Teil eines Elektroherds, auf das man Töpfe und Pfannen stellt?",Herdplatte,,,
2916,Welche tierischen Lebewesen isst ein Pescetarier?,"Fische, Meeresfrüchte, Muscheln",,,
2917,"Buster Keaton spielte seine letzte Filmrolle im Musikfilm ""Toll trieben es die alten ...""?",Römer,,,
2918,"Wenn etwas schief läuft, dann ist redensartlich welches Tier drin?",Wurm,,,
2919,"""Ara"" nennt der Volksmund welche bunten Vögel?",Papageien,,,
2920,Welcher Basketballverein wurde 2021 gegen Alba Berlin Pokalsieger?,FC Bayern München,,,
2921,Wie heißt die Hauptstadt der Kirgisischen Republik?,"Bischkek, Bishkek",,,
2922,"Ende der 70er-Jahre hatte der Australier John Paul Young einen weltweiten Hit mit ""Love Is In The ...""?",Air,,,
2923,Wie lautet der ISO-Ländercode für Deutschland?,"DE, DEU, 97368",,,
2924,Welcher Inselstaat in der Karibik will bis November 2021 eine Republik werden und ein neues Staatsoberhaupt wählen?,Barbados,,,
2925,"Joseph I., König von Neapel und König von Spanien, war der älteste Bruder welches Kaisers?",Napoleon (Bonaparte) Napoleon I.,,,
2926,"Wie nennt man allgemein die Kekse, die zur Adventszeit gebacken werden?","Plätzchen, Adventsplätzchen, Weihnachtsplätzchen",,,
2927,"Wie heißen die Prominenten Klaws, Herrmann und Mazza mit Vornamen?",Alexander,,,
2928,Wie viele Oscars hat Meryl Streep gewonnen?,3,,,
2929,Welche Haut ist beim Astigmatismus betroffen?,"Hornhaut, Hornhaut des Auges",,,
2930,"Mit wie vielen Vokalen schreibt man das Wort ""Vokal""?",2,,,
2931,"Welche Grundfarbe kann man an die Wörter ""Safran"" und ""Ocker"" anhängen?",Gelb,,,
2932,Latium nennt man die Region rund um welche europäische Hauptstadt?,Rom,,,
2933,Das österreichische Parlament besteht aus den beiden Kammern Bundesrat und ...?,Nationalrat,,,
2934,"Es gibt nur eine Antwort auf diese Frage, ohne jedes Wenn und ...?",Aber,,,
2935,In welchem Gebirge liegt Andorra?,Pyrenäen,,,
2936,Wie nennt man die drehbaren Gelenkbänder an Türen und Fenstern?,Scharniere,,,
2937,"Nach 33 Jahren erschien, wieder mit Eddie Murphy, der zweite Teil der Filmkomödie ""Der Prinz aus ...""?",Zamunda,,,
2938,Welche Schachfigur ist nach einem Tier benannt?,Pferd Springer,,,
2939,Sikkim und Manipur sind Bundesstaaten welches Landes?,Indien,,,
2940,"Welches Amt steht als ""Gewalt sui generis"" über den drei Staatsgewalten?",Bundespräsidentschaft Bundespräsident,,,
2941,Welcher Fußballverein aus Hessen gewann 1970 nach dem Aufstieg aus der Regionalliga den DFB-Pokal?,Kickers Offenbach,,,
2942,Wie viele Hälften ergeben ein Ganzes?,2,,,
2943,Welchen Teil des Körpers steckt ein Vogel Strauß laut einer Redewendung bei Gefahr in den Sand?,Kopf,,,
2944,"Das Top-10-Album ""Nevermind"" stammt von welcher US-Band?",Nirvana,,,
2945,Skanderbeg heißt der Nationalheld welches europäischen Landes?,Albanien,,,
2946,Welches längliche Kleidungsstück zieht man durch Schlaufen am Hosenbund?,Gürtel,,,
2947,"Welcher Filmklassiker mit Marilyn Monroe heißt wie das Gegenteil von ""Viele hassen's kalt""?",Manche mögen's heiß,,,
2948,Welche beiden Buchstaben stehen auf Kfz-Kennzeichen für die Stadt Bayreuth?,BT,,,
2949,Wie nennt der Segler den Aufbewahrungsort für Taue und Tampen an Bord des Schiffes?,Kabelgatt,,,
2950,Welches Königreich verließ Ende 2020 endgültig die EU?,"Vereinigtes Königreich Großbritannien, England, Schottland",,,
2951,"Die Wahrscheinlichkeit, mit genau einem Wurf eine 2 zu würfeln, beträgt ein ...?",Sechstel,,,
2952,"Welcher deutsche Aktienindex listet die 60 größten Unternehmen, die nach den 30 DAX-Unternehmen kommen?",MDAX,,,
2953,"Billy Swan landete 1974 einen Hit mit ""I Can ...""?",Help,,,
2954,Welcher Arzt tauscht Kronen aus und repariert Brücken?,"Zahnarzt Dentist, Zahnmediziner, Kieferorthopäde, Stomatologe",,,
2955,"Wie viele Städte in Schleswig-Holstein dürfen sich ""Großstadt"" nennen?",2,,,
2956,In den Romanen welches Horrorschriftstellers taucht immer wieder der Schurke Randall Flagg auf?,Stephen King,,,
2957,"Manche Unternehmung verschlingt immer wieder neues Geld, wie das redensartliche Fass ohne ...?",Boden,,,
2958,An welchem Grenzfluss liegt Görlitz?,Neiße Lausitzer Neiße,,,
2959,Wie nennt man albernen Unfug sowie die telefonische Übermittlung von Dokumenten?,Faxen,,,
2960,"Neben James Belushi spielte 1989 ein Schäferhund die Hauptrolle im Film ""Mein Partner mit der kalten ...""?",Schnauze,,,
2961,"Welche Schachfigur heißt auf Englisch ""queen""?",Dame,,,
2962,Das autonome Gebiet Tibet gehört zu welchem Land?,China,,,
2963,Wie heißt die größte parlamentarische Versammlung der Bundesrepublik Deutschland?,Bundesversammlung,,,
2964,Die Rekordaufsteiger in die 1. Fußballbundesliga sind der 1. FC Nürnberg und welcher Verein aus NRW?,Arminia Bielefeld,,,
2965,Mit wie vielen Nullen schreibt man die Zahl Eintausendeins?,2,,,
2966,"Welche Klappen trägt jemand im übertragenen Sinn, der die Augen vor der Realität verschließt?",Scheuklappen,,,
2967,Ron Wood kennt man seit 1975 als Gitarristen welcher Band?,The Rolling Stones Stones,,,
2968,"Wie heißt die korsische Stadt, in der Napoleon zur Welt kam?",Ajaccio,,,
2969,Was können Kinder in der Regel mit vier Jahren in die Schnürsenkel ihre Schuhe binden?,Schleife,,,
2970,"Welcher Film mit Hugh Grant heißt wie das Gegenteil von ""Vier Scheidungen und eine Geburt""?",Vier Hochzeiten und ein Todesfall,,,
2971,Welche beiden Buchstaben stehen auf dem Kfz-Kennzeichen für die westfälische Stadt Beckum?,BE,,,
2972,"Wie nennt man alle Leinen, die auf einer Jolle zum Segelsetzen dienen?",Fall Fallen,,,
2973,Das gesamte letzte Jahrzehnt stand wer an der Spitze der Bundesregierung?,Angela Merkel,,,
2974,"Die Wahrscheinlichkeit, mit einem Würfel eine 2 oder 3 zu würfeln, beträgt ein ...?",Drittel,,,
2975,"Wie heißt der deutsche Aktienindex, der ausschließlich die größten Technologieunternehmen listet?",TecDAX,,,
2976,"Bonnie Tyler landete 1977 einen Hit mit ""Lost In ...""?",France,,,
2977,Welchen sogenannten Stein haben viele Menschen am Gebiss?,Zahnstein,,,
2978,Wie viele Städte in Sachsen-Anhalt dürfen sich Großstädte nennen?,2,,,
2979,Welche Nacht folgt auf die Trauung eines Brautpaares?,Hochzeitsnacht,,,
2980,Womit soll Martin Luther der Legende nach den Teufel auf der Wartburg beworfen haben?,Tintenfass,,,
2981,Welches Land im Nahen Osten heißt auch Zedernstaat?,Libanon,,,
2982,Wer wurde im Januar 2021 neuer US-Außenminister?,Antony Blinken Tony Blinken,,,
2983,Für wen verlangte der FC Barcelona 2020 eine Ablösesumme von 700 Millionen Euro?,Lionel Messi,,,
2984,"Welchen ""Star Wars""-Bösewicht spielte der 2020 verstorbene Schauspieler David Prowse?",Darth Vader,,,
2985,"Wie hieß der russische Zar, der 40 Fabergé-Eier anfertigen ließ?",Nikolaus II. (Romanow),,,
2986,Welches brennbare Gas ist der energetisch wesentliche Bestandteil von Biogas?,Methan CH4,,,
2987,Wer wurde im Mai 2021 mit 93 Prozent der Stimmen als Parteichef der FDP wiedergewählt?,Christian Lindner,,,
2988,"Wie lautet die Dativform von ""du""?",Dir,,,
2989,Die Nekropole Sakkara liegt an welchem Fluss?,Nil,,,
2990,"Welcher US-amerikanisch-schwedische Stabhochspringer toppte 2020 mit 6,18 Meter den eigenen Weltrekord?","Armand Duplantis Armand ""Mondo"" Duplantis",,,
2991,"Beim letzten Auftritt von Pierce Brosnan als James Bond heißt es: ""Stirb an einem anderen ...""?",Tag,,,
2992,Welches menschliche Organ ist bei einer Kardiomegalie vergrößert?,Herz,,,
2993,"Seit 1997 läuft das TV-Boulevardmagazin ""Leute ...""?",heute,,,
2994,"Welche Zoe veröffentlichte 2021 ihre Single ""Girls Like Us""?",Wees,,,
2995,Die beiden Grenzflüsse zu Polen heißen Oder und ...?,"Neiße Lausitzer Neiße, Nysa ?u?ycka",,,
2996,Welche Politikerin wurde 2021 Kanzlerkandidatin von Bündnis 90/Die Grünen?,Annalena Baerbock,,,
2997,"""Populus tremula"" nennt man in der Botanik welche Pappel?","Zitterpappel Espe, Aspe",,,
2998,"Welcher Georges benutzte für seine ""Papiers collés"" genannten Collagen Zeitungsseiten?",Braque,,,
2999,"Wie oft taucht der Buchstabe ""E"" im Wort ""stilvoll"" auf?","0 mal keinmal, gar nicht",,,
3000,Welche berühmte Burg kann man in Eisenach besichtigen?,Wartburg,,,
3001,Welcher Teil eines Bettes wird oft aus Kaltschaum gefertigt?,Matratze Topper,,,
3002,Einem Volksglauben nach soll das Zerbrechen welches Gegenstands sieben Jahre Pech bringen?,Spiegel,,,
3003,Welches Land im Pazifik ist in eine Nord- und eine Südinsel unterteilt?,Neuseeland,,,
3004,Die Präsidentschaftswahl 2021 in Ecuador gewann Guillermo ...?,Lasso,,,
3005,Wer stand am Ende des Jahres 2020 auf Platz 1 der ATP Tennis-Weltrangliste der Männer?,Novak Djokovic Novak ?okovi?,,,
3006,"Welchen Superhelden spielt Robert Downey Jr. in der ""Avengers""-Filmreihe?",Iron Man Tony Stark,,,
3007,Was entwarf die Goldschmiedin Elisabeth Treskow für den DFB?,Meisterschale Wanderpokal,,,
3008,Welches Mineral des Kohlenstoffs dient dem Namen nach zum Schreiben?,Grafit,,,
3009,Für welchen Kanzlerkandidaten stimmte die Mehrheit des CDU-Bundesvorstands im April 2021?,Armin Laschet,,,
3010,"Wie lautet die Akkusativform von ""ich""?",Mich,,,
3011,Als die Wiege Europas gilt welche Mittelmeerinsel?,Kreta,,,
3012,Wegen welches legendären Eishockeyspielers wird in der NHL die Rückennummer 99 nicht mehr vergeben?,Wayne Gretzky,,,
3013,"Roberto Benigni führte Regie und spielt die Hauptrolle im komödiantischen Filmdrama ""Das Leben ist ...""?",schön,,,
3014,Wie nennt man eine deutlich erhöhte Körpertemperatur?,Fieber,,,
3015,"Läuft sonntags kein ""Tatort"", dann läuft der ""Polizeiruf ...""?",110,,,
3016,"Welcher Mark singt: ""Es gibt nichts, was mich hält, au revoir""?",Forster,,,
3017,Der längste deutsche Festland-Strand befindet sich bei St. Peter-...?,Ording St. Peter-Ording,,,
3018,Welche Bundesministerin ist im Mai 2021 von ihrem Amt zurückgetreten?,Franziska Giffey,,,
3019,Cestoden werden auch welche parasitären Würmer genannt?,Bandwürmer,,,
3020,"Das Gemälde ""Pandora"" präsentierte im Jahr 1871 der Brite Dante Gabriel ...?",Rossetti,,,
3021,"Wie viele ""U"" finden sich im Wort ""Akupunktur""?",3,,,
3022,"Im Kinderlied heißt es: ""Summ, summ, summ, Bienchen summ ...""?",herum,,,
3023,In welchem Land befindet sich das Engadin?,Schweiz,,,
3024,In welcher deutschen Serie geht es um den Gangsterboss Toni Hamady?,4 Blocks,,,
3025,Wie heißt der griechische Gott der Manneskraft und Fruchtbarkeit?,Priapos Priapus,,,
3026,"Welche Musikrichtung steckt in dem Wort ""Technologie""?",Techno,,,
3027,Was ist das Ursprungsland der Kampfkunst Kung-Fu?,China,,,
3028,In welchem Jahrzehnt tagte zum ersten Mal der UN-Sicherheitsrat?,1940er-Jahre 40er (des letzten/20. Jahrhunderts),,,
3029,Welcher Michael erhielt 2021 den 1. Deutschen Kleinkunstpreis in der Sparte Stand-Up-Comedy?,Mittermeier Michael Mittermeier,,,
3030,"Wer seine Ware lauthals feilbietet, ist ein Markt-...?",Schreier,,,
3031,Wie heißt der längste Gebirgszug Nordamerikas?,Rocky Mountains,,,
3032,Welche Schoßhundrasse ist nach einer norditalienischen Stadt benannt?,Bologneser,,,
3033,"Wer spielte in ""Im Angesicht des Todes"" das Bond-Girl Stacey Sutton und einen der ""Drei Engel für Charlie""?",Tanya Roberts,,,
3034,Welche Fußballmannschaft gewann 2020 das Finale der UEFA Champions League?,FC Bayern München,,,
3035,Welche Wasserfahrzeuge verfügen über ein Periskop?,U-Boote Unterseeboote,,,
3036,In welchem Land liegt Mohammeds Geburtsort Mekka?,Saudi-Arabien,,,
3037,"""Weh dem Menschen, wenn nur ein einziges Tier im Weltgericht sitzt"", sagte welcher Christian?",Morgenstern Christian Morgenstern,,,
3038,Welche hautenge Kopfbedeckung war früher in öffentlichen Bädern Pflicht?,Badekappe Bademütze,,,
3039,Der Landtag des Saarlandes tagt in welcher Stadt?,Saarbrücken,,,
3040,"Welche Farbe haben die Schnauzbärte der Dalton-Brüder aus den ""Lucky Luke""-Comics?",Schwarz,,,
3041,"Wer spielte die Titelrolle in der ARD-Serie ""Graf Yoster gibt sich die Ehre""?",Lukas Ammann,,,
3042,Karel Gott besang welche Zeichentrickbiene?,Biene Maja,,,
3043,In welchem Land liegen die Vogesen?,Frankreich,,,
3044,In welchem US-Serien-Klassiker bekämpfen sich die Familien Carrington und Colby?,Denver-Clan Dynasty,,,
3045,Wer wurde durch sein Damaskuserlebnis zum Apostel?,Saulus Paulus,,,
3046,"Welche Musikrichtung steckt in dem Wort ""Rapsfeld""?",Rap,,,
3047,In welchem Land wurde das Spiel Prellball erfunden?,Deutschland,,,
3048,In welchem Jahrhundert wurde von Kardinal Richelieu die Académie française gegründet?,17. Jahrhundert,,,
3049,Welcher Emil erhielt beim Deutschen Kleinkunstpreis 2021 den Ehrenpreis für sein Lebenswerk?,Steinberger Emil Steinberger,,,
3050,Supermärkte stellen für ihre Kunden welche Wagen bereit?,Einkaufswagen,,,
3051,Wie heißt die längste Gebirgskette Südamerikas?,Anden,,,
3052,Welche Schoßhundrasse ist nach einer Mittelmeerinsel benannt?,Malteser,,,
3053,"Welche Französin spielt die Hauptrolle in der Filmkomödie ""Eine Frau mit berauschenden Talenten""?",Isabelle Huppert,,,
3054,Wer wurde in der Handball-Bundesliga zum deutschen Meister 2020 bestimmt?,THW Kiel Turnverein Hassee-Winterbek e. V. von 1904,,,
3055,Welches Signalhorn wird speziell von Einsatzfahrzeugen benutzt?,"Martinshorn Martin-Horn, Folgetonhorn",,,
3056,In welchem Land liegt der Geburtsort Buddhas?,Nepal,,,
3057,"""Tatsachen muss man kennen, bevor man sie verdrehen kann"", meinte der Schriftsteller Mark ...?",Twain Mark Twain,,,
3058,Welche alltägliche Kopfbedeckun ist nach dem Pudel benannt?,Pudelmütze Mütze,,,
3059,Der Landtag von Brandenburg tagt in welcher Stadt?,Potsdam,,,
3060,"Welche Farben hat die Sträflingskluft der Dalton-Brüder aus den ""Lucky Luke""-Comics?",Schwarz-Gelb,,,
3061,"Wer ist in der TV-Serie ""SOKO Wien"" als Oberst Otto Dirnberger zu sehen?",Dietrich Siegl,,,
3062,"Welcher Justin veröffentlichte 2018 mit Chris Stapleton den Song ""Say Something""?",Timberlake,,,
3063,"Mit welchem Staat haben Sachsen, Brandenburg und Mecklenburg-Vorpommern eine gemeinsame Grenze?",Polen,,,
3064,Wie nennt ein Friseur gespaltene Haarspitzen?,Spliss,,,
3065,Der Comiczeichner Rolf Kauka schuf welche beiden Zwillingsfüchse?,Fix und Foxi,,,
3066,"In welchem Fall muss das Objekt nach dem Verb ""gratulieren"" stehen?","Dativ Wem-Fall, 3. Fall",,,
3067,"Von einer Affäre mit welcher Janis soll Leonard Cohens ""Chelsea Hotel No. 2"" berichten?",Janis Joplin,,,
3068,Was für eine Geburt ist eine Reinkarnation?,Wiedergeburt,,,
3069,Welche europäische Hauptstadt heißt in der Landessprache Warszawa?,Warschau,,,
3070,Einen Porzellantiegel benutzt man häufig in welchem Schulfach?,Chemie,,,
3071,"Welche dänischen Brüder standen in dem Historien-Thriller ""Tage des Zorns"" gemeinsam vor der Kamera?",Mikkelsen-Brüder Lars & Mads Mikkelsen,,,
3072,Welcher deutsche Staat bestand von 1949 bis 1990?,DDR Deutsche Demokratische Republik,,,
3073,"Wie heißt der witzereißende, orange-braune Bär in der ""Muppet Show""?",Fozzie (Bär),,,
3074,"Orlando Bloom spielt im Film ""Troja"" welchen Königssohn?",Paris,,,
3075,Das Schloss Gripsholm kann man in welchem Land besuchen?,Schweden,,,
3076,"Die Prinzen singen: ""Ich wär' so gerne Millionär, dann wär' mein Konto niemals ...""?",leer,,,
3077,Welcher Facharzt diagnostiziert ein Glaukom?,Augenarzt Ophthalmologe,,,
3078,In welchem Land ist der Schwanzlurch Axolotl beheimatet?,Mexiko,,,
3079,Wer war über 10 Jahre Ministerpräsident von Rheinland-Pfalz und später nochmal über 10 Jahre von Thüringen?,Bernhard Vogel,,,
3080,"Jörg Draeger moderierte die Fernseh-Gameshow ""Geh aufs ...""?",Ganze Geh aufs Ganze,,,
3081,Aus welcher Region in Belgien kommt ein Flame?,Flandern Brüssel,,,
3082,"Wer am Tag der Arbeit zur Welt kommt, hat welches Tierkreiszeichen?",Stier Taurus,,,
3083,"Wer kam mit seiner ""Göttlichen Komödie in den Kanon der Weltliteratur?",Dante Alighieri,,,
3084,"""I Didn't Know My Own Strength"" heißt ein Song welcher Whitney?",Houston Whitney Houston,,,
3085,Im Jahr 1920 wurde die Region Siebenbürgen ein Teil welches Landes?,Rumänien,,,
3086,"Ist die Freude getrübt, enthält sie redensartlich einen Tropfen ...?",Wermut,,,
3087,Auf welchem Körperteil trägt man einen Fes?,Kopf Haupt,,,
3088,"Die Bände ""Calamity Jane"" und ""Das Greenhorn"" gibt es in welcher Comicbuchreihe?",Lucky Luke,,,
3089,Für welchen 5. Fall ist das Lateinische berühmt-berüchtigt?,Ablativ,,,
3090,Welcher Marcello hatte mit Catherine Deneuve eine langjährige Affäre sowie eine gemeinsame Tochter?,Mastroianni Marcello Mastroianni,,,
3091,Wie nennt man im Christentum den Sonntag vor Ostern?,"Palmsonntag Dominica in Palmis de passione Domini, Palmarum",,,
3092,Welche europäische Hauptstadt heißt in der Landessprache Praha?,Prag,,,
3093,Mit Ribosomen kann man es in welchem Schulfach zu tun bekommen?,Biologie Chemie,,,
3094,"Welcher berühmte Regisseur ist Nachbar von Rick Dalton in Tarantinos ""Once Upon a Time in Hollywood""?",Roman Polanski,,,
3095,In welchem Land galt von von 1920 bis 1933 die Prohibition?,USA Vereinigte Staaten von Amerika,,,
3096,"""Applaus, Applaus, Applaus"" ruft immer wieder welche Figur der ""Muppet Show""?",Kermit (der Frosch),,,
3097,"Der oscarprämierte Film ""1917"" spielt in welchem Land?",Frankreich,,,
3098,Das Grabmal von Askia liegt in welcher afrikanischen Republik?,Mali Republik Mali,,,
3099,"Gitte Hænning gestand in einem Lied ""Ich hab' die Liebe verspielt in Monte ...""?",Carlo,,,
3100,Von welchem Arzt bekommt man ein Inlay?,"Zahnarzt Dentist, Zahnmediziner",,,
3101,In welchem Land lebt der Transvaallöwe?,Südafrika,,,
3102,"Welcher Verteidigungsminister kommentierte 2011 seinen Rücktritt als den ""schmerzlichsten Schritt seines Lebens""?",Karl-Theodor zu Guttenberg,,,
3103,"Eine TV-Serie rund um die Familie Steinkamp heißt ""Alles was ...""?",zählt,,,
3104,Aus welcher spanischen Region stammt ein Katalane?,Katalonien,,,
3105,"Wer als Aprilscherz zur Welt kommt, hat welches Tierkreiszeichen?",Widder Aries,,,
3106,"Wer schrieb den 1890 erschienenen Kriminalroman ""Das Zeichen der Vier""?",Arthur Conan Doyle,,,
3107,"""Du, die Wanne ist voll"" sangen gemeinsam Ulknudel Helga Feddersen und Didi ...?",Hallervorden,,,
3108,Köln war von 1794 bis 1814 durch welches Land besetzt?,Frankreich,,,
3109,Welches Wasser ist ein scherzhafter Ausdruck für Schnaps?,Zielwasser,,,
3110,In welchem Jahrzehnt trat in Deutschland das erste Körperbehindertengesetz in Kraft?,1950er-Jahre,,,
3111,"Zu welcher Sportart gehören die Begriffe Eckball, Freistoß und Elfmeter?",Fußball,,,
3112,"Wer sang beim ESC 2000 ""Wadde hadde dudde da""?",Stefan Raab,,,
3113,Wer war die Vorgängerin von Bundesverteidigungsministerin Annegret Kramp-Karrenbauer?,Ursula von der Leyen,,,
3114,Welche Stadt grenzt an die Halbinsel Mettnau im Bodensee?,Radolfzell,,,
3115,"Mit welchem antiken Reich verbindet man das Motto ""Brot und Spiele""?",Römisches Reich,,,
3116,"""Der Glückspilz"" heißt eine Buddy-Komödie mit Walter Matthau und Jack ...?",Lemmon,,,
3117,Welchen Vorläufer des Biers müssen die Comic-Gallier bei den Briten lauwarm trinken?,Cervisia,,,
3118,Welcher Spanier signierte ab 1901 seine Gemälde mit dem Nachnamen der Mutter?,Pablo Picasso,,,
3119,"""Smile"" heißt ein 2020 veröffentlichtes Album der US-Sängerin Katy ...?",Perry,,,
3120,"Was ist auf der ""Tagesschau""-Wetterkarte die südlichste deutsche Stadt?",München,,,
3121,Auf welchem unserer beiden Nachbarplaneten regnet es nie?,Mars,,,
3122,Welcher norwegische Polarforscher bekam den Friedensnobelpreis?,Fridtjof Nansen,,,
3123,Wie viele Groschen waren eine Deutsche Mark?,10,,,
3124,Welches Königreich hat in Europa eine Atlantik- und eine Mittelmeerküste?,Spanien,,,
3125,"Welche Bitte leistet man jemandem, bei dem man sich förmlich entschuldigt?",Abbitte,,,
3126,Das Stadion Maple Leaf Gardens war in welcher Stadt eine der berühmtesten Spielstätten im Eishockey?,Toronto,,,
3127,"Jeff Daniels und Jim Carrey spielen die Titelrollen in ""Dumm und ...""?",Dümmer,,,
3128,Die beiden einwohnerreichsten Städte Australiens sind Sydney und ...?,Melbourne,,,
3129,In welchem Jahrzehnt wurde die deutsche Rentenversicherung für Selbstständige und Hausfrauen geöffnet?,1970er-Jahre,,,
3130,"Von welchem spanischen Maler stammt das Gemälde ""Die Geburt der flüssigen Begierden""?",Salvador Dalí,,,
3131,"Den verfilmten Giftmord-Krimi ""Nikotin"" schrieb welche Agatha?",Christie,,,
3132,Welche Organisation steckt hinter dem Kürzel THW?,Technisches Hilfswerk,,,
3133,"Zu welcher Sportart gehören die Begriffe Linienrichter, Slice und Doppelfehler?",Tennis,,,
3134,Wer ist seit 1982 der Frontmann der Band Die Ärzte?,Farin Urlaub Jan Vetter,,,
3135,"Wer hatte vor Hubertus Heil den Titel ""Bundesministerin für Arbeit und Soziales"" inne?",Andrea Nahles,,,
3136,In welcher Stadt wird der Hochrhein zum Oberrhein?,Basel,,,
3137,Wer herrschte ab 1799 über Frankreich und hieß mit Nachnamen Bonaparte?,Napoleon,,,
3138,"""Der Teufelshauptmann"" heißt ein Western mit welchem John als Kavallerie-Captain?",Wayne John Wayne,,,
3139,Mit welcher landestypischen Soße verhunzen die Briten Obelixens Leibgericht Wildschwein?,Pfefferminzsoße Minzsoße,,,
3140,Welche Mexikanerin begann nach einem Verkehrsunfall im Jahr 1925 zu malen?,Frida Kahlo,,,
3141,"""Future Nostalgia"" heißt ein 2020 veröffentlichtes Album der Sängerin Dua ...?",Lipa,,,
3142,"Was ist auf der ""Tagesschau""-Wetterkarte die nördlichste deutsche Stadt?",Kiel,,,
3143,"Welche beiden Planeten bezeichnet man als ""untere Planeten""?",Merkur und Venus,,,
3144,"Welcher bedeutende Chirurg kam 1875 in Barmen, das heute zu Wuppertal gehört, zur Welt?",Ernst Ferdinand Sauerbruch,,,
3145,Yen heißt die Währung welches Landes?,Japan,,,
3146,Die Ruinen des antiken Pompeji liegen nahe welcher italienischen Großstadt?,Neapel,,,
3147,"Welche Sucht ist die Angst davor, eine geliebte Person teilen zu müssen?",Eifersucht,,,
3148,Welche Sportarena in Houston wurde oft als das achte Weltwunder bezeichnet?,Astrodome NRG Astrodome,,,
3149,Der Jedi-Meister von Anakin Skywalker heißt Obi-Wan ...?,Kenobi,,,
3150,Was war nach Ostberlin die bevölkerungsreichste Stadt der DDR?,Leipzig,,,
3151,In welchem Jahrzehnt wurde das Bundesministerium für Frauen und Jugend ein eigenes Ressort?,1990er-Jahre,,,
3152,Welches Picasso-Gemälde wurde ab 1937 auf eine Ausstellungstournee geschickt?,Guernica,,,
3153,"Den dystopischen Mammut-Roman ""The Stand"" schrieb Stephen ...?",King,,,
3154,Das SEK ist eine Spezialeinheit welcher staatlichen Institution?,Polizei,,,
3155,Wie heißt der zwölfte Monat im Kalenderjahr?,Dezember,,,
3156,Aus welchem Land stammte der Admiral Horatio Nelson?,"Großbritannien Vereinigtes Königreich, England",,,
3157,In Lauffen am Neckar steht das Geburtshaus von Johann Christian Friedrich ...?,Hölderlin,,,
3158,Der Tomasee im Kanton Graubünden gilt als Quelle welches Flusses?,Rhein Vorderrhein,,,
3159,"Tun wir alles, was andere von uns verlangen, tanzen wir redensartlich nach ihrer ...?",Pfeife,,,
3160,"Welcher Gerhart schrieb die Dramen ""Vor Sonnenaufgang"" und ""Vor Sonnenuntergang""?",Hauptmann,,,
3161,Welches Land hat 2021 zum vierten Mal den America's Cup gewonnen?,Neuseeland Team New Zealand,,,
3162,Mit welcher Figur des Alten Testaments wird Prometheus' Sohn Deukalion verglichen?,Noah,,,
3163,Was ist die größte Energiequelle für die Erde?,Sonne,,,
3164,In welchen Geschäften bekommt man rezeptpflichtige Medikamente?,Apotheke(n),,,
3165,"Im Namen des Aachen Airports MAA steht das ""M"" für die niederländische Stadt ...?",Maastricht,,,
